OID_,created_date,last_edited_date,ROADSEGID,SUB_TYPE,FNODE,TNODE,LENGTH,ROADID,RIGHTWAY,ADDSEGDT,SEGSTAT,DEDSTAT,FUNCLASS,ONEWAY,SUBDIVID,SEGCLASS,LJURISDIC,LLOWADDR,LHIGHADDR,RJURISDIC,RLOWADDR,RHIGHADDR,LMIXADDR,RMIXADDR,PENDING,ABLOADDR,ABHIADDR,NAD83N,NAD83E,SPEED,L_ZIP,R_ZIP,LPSJUR,RPSJUR,CARTO,OBMH,FIREDRIV,L_BLOCK,R_BLOCK,L_TRACT,R_TRACT,L_BEAT,R_BEAT,FRXCOORD,FRYCOORD,MIDXCOORD,MIDYCOORD,TOXCOORD,TOYCOORD,F_LEVEL,T_LEVEL,L_PSBLOCK,R_PSBLOCK,RD20PRED,RD20NAME,RD20SFX,RD20FULL,RD30PRED,RD30NAME,RD30SFX,RD30POSTD,RD30FULL,Shape_Length
48,2/1/1989 0:00:00,3/19/2018 10:35:44,135559,,4706,4606,971.168890430000033,21660,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,9780,9858,CN,9781,9859,N,N,N,9780,9859,2070752.939000000013039,6296455.099999999627471,45,92059,92059,CN,CN,2,N,Y,2060,3025,19108,19109,801,801,6296455.099999999627471,2070752.939000000013039,6296449.614000000059605,2071235.625000000000000,6296636.000000000000000,2071676.000000000000000,1,1,41280,30120,,PALA,RD,PALA RD,,PALA,RD,,PALA RD,971.169076898773369
49,2/1/1989 0:00:00,2/8/2019 14:25:10,130283,,6137,6219,640.727789039999948,44006,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,15600,15648,CN,15601,15649,N,N,N,15600,15649,2060474.000000000000000,6334726.000000000000000,50,92061,92061,CN,CN,2,N,Y,1080,1000,19108,19110,809,809,6334726.000000000000000,2060474.000000000000000,6334891.992999999783933,2060200.418999999994412,6335058.194000000134110,2059926.114000000059605,1,1,11060,20000,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,640.727767560252232
50,4/1/1980 0:00:00,7/14/2016 11:57:01,11211,,28190,28151,182.135518920000010,3878,0,4/1/1980 0:00:00,M,D,6,B,0,2,ES,2300,2316,ES,2301,2317,N,N,N,2300,2317,1995488.000000000000000,6317878.000000000000000,35,92027,92027,ES,ES,3,N,Y,1001,2000,20209,20209,46,56,6317878.000000000000000,1995488.000000000000000,6317958.508000000379980,1995530.421000000089407,6318039.134999999776483,1995572.905000000027940,1,1,10180,20000,E,VALLEY,PY,E VALLEY PY,E,VALLEY,PKY,,E VALLEY PKY,182.135681467787123
51,,7/14/2016 11:57:02,169078,,28151,28117,152.449024689999987,3878,0,,M,D,6,B,0,2,ES,2318,2336,ES,2319,2337,N,N,N,2318,2337,1995572.905000000027940,6318039.134999999776483,35,92027,92027,ES,ES,3,N,Y,1003,2000,20209,20209,46,56,6318039.134999999776483,1995572.905000000027940,6318106.372000000439584,1995608.334000000031665,6318174.006000000052154,1995643.972000000067055,1,1,10200,20000,E,VALLEY,PY,E VALLEY PY,E,VALLEY,PKY,,E VALLEY PKY,152.448742493605863
52,,7/14/2016 11:57:03,169081,,28055,28024,123.606837990000002,3878,0,,M,D,6,B,0,2,ES,2378,2398,ES,2379,2399,N,N,N,2378,2399,1995783.111999999964610,6318436.434999999590218,35,92027,92027,ES,ES,3,N,Y,1003,2000,20209,20209,46,56,6318436.434999999590218,1995783.111999999964610,6318490.553999999538064,1995813.358000000007451,6318544.000000000000000,1995844.000000000000000,1,1,10210,20000,E,VALLEY,PY,E VALLEY PY,E,VALLEY,PKY,,E VALLEY PKY,123.606908453263770
53,2/1/1989 0:00:00,11/12/2019 12:13:34,129241,,46154,46172,581.021740270000009,43894,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,16900,16948,CN,16901,16949,N,N,N,16900,16949,1948228.000000000000000,6349342.000000000000000,45,92065,92065,CN,CN,2,N,Y,2019,1003,20801,20801,434,438,6349342.000000000000000,1948228.000000000000000,6349629.411000000312924,1948185.004999999888241,6349919.000000000000000,1948193.000000000000000,1,1,20520,10030,,SR-67,,SR-67,,STATE ROUTE 67,,,STATE ROUTE 67,581.021530958848984
54,2/1/1989 0:00:00,6/9/2009 9:19:05,118156,,111714,111704,785.849752060000014,40808,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,17940,17988,CN,17941,17989,N,N,N,17940,17989,1806291.000999999931082,6404161.000000000000000,45,91917,91917,CN,CN,2,N,Y,1013,1017,21302,21302,877,877,6404161.000000000000000,1806291.000999999931082,6404552.656000000424683,1806323.477999999886379,6404945.001000000163913,1806319.000000000000000,1,1,10810,10660,,SR-94,,SR-94,,STATE ROUTE 94,,,STATE ROUTE 94,785.849824429634396
55,2/1/1989 0:00:00,11/13/2017 9:16:29,118139,,112713,112833,1103.662610090000044,40808,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,20700,20788,CN,20701,20789,N,N,N,20700,20789,1802334.000000000000000,6421912.000000000000000,45,91917,91917,CN,CN,2,N,Y,1036,1034,21302,21302,877,877,6421912.000000000000000,1802334.000000000000000,6422414.904000000096858,1802109.093000000109896,6422823.001000000163913,1801742.000000000000000,1,1,11130,11090,,SR-94,,SR-94,,STATE ROUTE 94,,,STATE ROUTE 94,1103.662844153422611
56,2/1/1989 0:00:00,11/13/2017 9:16:33,118188,,112833,112843,67.050373899999997,40808,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,20790,20798,CN,20791,20799,N,N,N,20790,20799,1801742.000000000000000,6422823.001000000163913,45,91917,91917,CN,CN,2,N,Y,1036,1034,21302,21302,877,877,6422823.001000000163913,1801742.000000000000000,6422843.902999999932945,1801715.237999999895692,6422864.000000000000000,1801689.000000000000000,1,1,11130,11090,,SR-94,,SR-94,,STATE ROUTE 94,,,STATE ROUTE 94,67.050253297573093
57,12/1/1989 0:00:00,10/10/2018 8:41:46,118230,,110748,110730,73.539105239999998,40808,0,12/1/1989 0:00:00,M,D,6,B,0,2,CN,31720,31728,CN,31721,31729,N,N,N,31720,31729,1809076.000000000000000,6494874.000000000000000,50,91906,91906,CN,CN,2,N,Y,2053,3029,21101,21101,881,879,6494874.000000000000000,1809076.000000000000000,6494900.162999999709427,1809102.162999999942258,6494926.000000000000000,1809128.000000000000000,1,1,31590,33180,,SR-94,,SR-94,,STATE ROUTE 94,,,STATE ROUTE 94,73.538958161436355
58,2/1/1989 0:00:00,9/15/2015 9:44:50,90620,,82402,82310,128.961811329999989,27212,60,2/1/1989 0:00:00, , ,6,B,0,2,CN,22220,22224,CN,22221,22223,N,N,N,22220,22224,1859499.000000000000000,6431489.000000000000000,45,91901,91901,CN,CN,3,N,Y,2021,2016,21202,21202,850,850,6431489.000000000000000,1859499.000000000000000,6431504.141999999992549,1859561.182000000029802,6431524.000000000000000,1859623.000000000000000,1,1,20560,20490,,JAPATUL VALLEY,RD,JAPATUL VALLEY RD,,JAPATUL VALLEY,RD,,JAPATUL VALLEY RD,128.961555710686525
59,2/1/1989 0:00:00,9/15/2015 9:29:00,90624,,82530,82402,146.986393929999991,27212,60,2/1/1989 0:00:00, , ,6,B,0,2,CN,22214,22218,CN,22215,22219,N,N,N,22214,22219,1859356.000000000000000,6431455.000000000000000,45,91901,91901,CN,CN,3,N,Y,2021,2016,21202,21202,850,850,6431455.000000000000000,1859356.000000000000000,6431471.885999999940395,1859427.020000000018626,6431489.000000000000000,1859499.000000000000000,1,1,20560,20490,,JAPATUL VALLEY,RD,JAPATUL VALLEY RD,,JAPATUL VALLEY,RD,,JAPATUL VALLEY RD,146.986419154313978
60,4/1/1980 0:00:00,7/14/2016 11:53:04,21345,,5620,5644,178.470578210000014,6005,100,4/1/1980 0:00:00,M,D,6,B,0,2,CN,3600,3638,CN,3601,3639,N,N,N,3600,3639,2063982.000000000000000,6260474.000000000000000,45,92028,92028,CN,CN,3,N,Y,3015,1011,18804,18801,392,390,6260474.000000000000000,2063982.000000000000000,6260478.692999999970198,2063893.124000000068918,6260486.001000000163913,2063804.000000000000000,1,1,50210,10250,S,MISSION,RD,S MISSION RD,S,MISSION,RD,,S MISSION RD,178.470556208509265
61,2/1/1989 0:00:00,9/15/2015 9:45:03,87329,,5822,5756,610.269823220000035,26651,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,33600,33628,CN,33599,33627,N,N,N,33599,33628,2062352.000000000000000,6306470.000000000000000,45,92082,92082,CN,CN,3,N,Y,3062,2006,19109,19109,804,804,6306470.000000000000000,2062352.000000000000000,6306436.895999999716878,2062653.733999999938533,6306371.258999999612570,2062950.983000000007451,1,1,30530,20220,,LILAC,RD,LILAC RD,,LILAC,RD,,LILAC RD,610.269934104628533
62,,7/14/2016 11:57:02,169079,,28117,28089,148.528743100000014,3878,0,,M,D,6,B,0,2,ES,2338,2356,ES,2339,2357,N,N,N,2338,2357,1995643.972000000067055,6318174.006000000052154,35,92027,92027,ES,ES,3,N,Y,1003,2000,20209,20209,46,56,6318174.006000000052154,1995643.972000000067055,6318239.474000000394881,1995678.468000000109896,6318305.408999999985099,1995713.210999999893829,1,1,10190,20000,E,VALLEY,PY,E VALLEY PY,E,VALLEY,PKY,,E VALLEY PKY,148.528717217176933
63,,7/14/2016 11:57:03,169080,,28089,28055,148.510419780000007,3878,0,,M,D,6,B,0,2,ES,2358,2376,ES,2359,2377,N,N,N,2358,2377,1995713.210999999893829,6318305.408999999985099,35,92027,92027,ES,ES,3,N,Y,1003,2000,20209,20209,46,56,6318305.408999999985099,1995713.210999999893829,6318370.877000000327826,1995747.706999999936670,6318436.434999999590218,1995783.111999999964610,1,1,10220,20000,E,VALLEY,PY,E VALLEY PY,E,VALLEY,PKY,,E VALLEY PKY,148.510458707053033
64,2/1/1989 0:00:00,7/24/2018 8:31:06,129222,,50079,49650,1616.315230949999886,43894,0,2/1/1989 0:00:00,M,D,4,B,0,2,PW,14820,14898,PW,14821,14899,N,N,N,14820,14899,1935003.097999999998137,6340238.646999999880791,45,92064,92064,PW,PW,2,N,Y,1000,1000,17010,17010,412,408,6340238.646999999880791,1935003.097999999998137,6340026.730000000447035,1935782.813000000081956,6339814.730999999679625,1936562.831999999936670,1,1,10000,10000,,SR-67,,SR-67,,STATE ROUTE 67,,,STATE ROUTE 67,1616.315035151162874
65,2/1/1989 0:00:00,7/24/2018 8:30:59,129221,,49650,49349,1315.888603820000071,43894,0,2/1/1989 0:00:00,M,D,4,B,0,2,PW,14900,14998,PW,14901,14999,N,N,N,14900,14999,1936562.831999999936670,6339814.730999999679625,45,92064,92064,PW,PW,2,N,Y,2010,2010,17021,17021,407,408,6339814.730999999679625,1936562.831999999936670,6339658.655000000260770,1937201.753999999957159,6339524.762000000104308,1937845.874000000068918,1,1,20190,20190,,SR-67,,SR-67,,STATE ROUTE 67,,,STATE ROUTE 67,1315.888638070747675
66,2/1/1989 0:00:00,5/22/2013 9:10:31,129238,,46068,46102,901.781724439999948,43894,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,16652,16798,CN,16653,16799,N,N,N,16652,16799,1948483.000000000000000,6347845.000000000000000,45,92065,92065,CN,CN,2,N,Y,2022,1003,20801,20801,434,438,6347845.000000000000000,1948483.000000000000000,6348293.407999999821186,1948435.300999999977648,6348741.000000000000000,1948383.000000000000000,1,1,20530,10090,,SR-67,,SR-67,,STATE ROUTE 67,,,STATE ROUTE 67,901.781594555908896
67,2/1/1989 0:00:00,12/7/2018 14:12:36,140216,,45432,45685,1218.282580439999947,43894,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,3200,3398,CN,3201,3399,N,N,N,3200,3399,1950419.712000000057742,6361272.695000000298023,45,92065,92065,CN,CN,2,N,Y,3004,2027,20801,20801,435,430,6361272.695000000298023,1950419.712000000057742,6360824.303999999538064,1950007.611999999964610,6360376.000000000000000,1949595.000000000000000,1,1,30070,20450,,SR-67,,SR-67,,STATE ROUTE 67,,,STATE ROUTE 67,1218.282577274568894
68,2/1/1989 0:00:00,10/9/2015 7:54:58,129260,,45685,45719,147.186955939999990,43894,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,3400,3408,CN,3401,3409,N,N,N,3400,3409,1949595.000000000000000,6360376.000000000000000,45,92065,92065,CN,CN,2,N,Y,3005,2027,20801,20801,435,430,6360376.000000000000000,1949595.000000000000000,6360321.701999999582767,1949544.723999999929219,6360268.000000000000000,1949495.000000000000000,1,1,30080,20450,,SR-67,,SR-67,,STATE ROUTE 67,,,STATE ROUTE 67,147.186884472011087
69,2/1/1989 0:00:00,1/5/2017 13:53:28,129009,,36445,35931,2675.854319980000128,43823,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,701,799,CN,700,798,N,N,N,700,799,1975693.429000000003725,6461244.257000000216067,45,92036,92036,CN,CN,2,N,Y,2009,2150,20904,20903,832,832,6461244.257000000216067,1975693.429000000003725,6460558.135999999940395,1976769.628999999957159,6459623.907999999821186,1977597.078999999910593,1,1,30090,32930,,BANNER,RD,BANNER RD,,BANNER,RD,,BANNER RD,2675.854191307359088
70,2/1/1989 0:00:00,11/13/2017 9:16:37,118185,,112932,113166,1134.240146020000111,40808,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,20860,20998,CN,20861,20999,N,N,N,20860,20999,1801314.000000000000000,6423158.000000000000000,45,91917,91917,CN,CN,2,N,Y,1036,1034,21302,21302,878,878,6423158.000000000000000,1801314.000000000000000,6423506.745000000111759,1800866.935999999986961,6423862.000000000000000,1800425.000000000000000,1,1,11130,11120,,SR-94,,SR-94,,STATE ROUTE 94,,,STATE ROUTE 94,1134.240222512325090
71,2/1/1989 0:00:00,9/15/2015 9:29:11,135652,,5869,5822,267.207512559999998,26651,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,33500,33598,CN,33499,33597,N,N,N,33499,33598,2062087.000000000000000,6306502.000000000000000,45,92082,92082,CN,CN,3,N,Y,3063,2006,19109,19109,804,804,6306502.000000000000000,2062087.000000000000000,6306484.515999999828637,2062219.681000000098720,6306470.000000000000000,2062352.000000000000000,1,1,30540,20220,,LILAC,RD,LILAC RD,,LILAC,RD,,LILAC RD,267.207299281899395
72,2/1/1989 0:00:00,9/11/2013 10:23:06,130284,,6316,6385,673.959574699999962,44006,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,15700,15748,CN,15701,15749,N,N,N,15700,15749,2059345.000000000000000,6335410.000000000000000,50,92061,92061,CN,CN,2,N,Y,1079,1000,19108,19110,809,809,6335410.000000000000000,2059345.000000000000000,6335588.675999999977648,2059059.325999999884516,6335800.000000000000000,2058797.000000000000000,1,1,11090,20000,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,673.959673046293005
73,2/1/1989 0:00:00,9/15/2015 10:01:05,132488,,7779,7701,481.126132779999978,120399,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,31730,31798,CN,31731,31799,N,N,N,31730,31799,2049644.000000000000000,6286420.000000000000000,35,92003,92003,CN,CN,3,N,Y,2000,2000,18803,18803,396,396,6286420.000000000000000,2049644.000000000000000,6286306.390999999828637,2049856.439000000013039,6286222.000000000000000,2050081.000000000000000,1,1,20090,20090,,OLD HIGHWAY 395,,OLD HIGHWAY 395,,OLD HIGHWAY 395,,,OLD HIGHWAY 395,481.125882624034318
74,4/1/1980 0:00:00,7/14/2016 11:57:10,11213,,28331,28264,357.414325399999996,3878,0,4/1/1980 0:00:00,M,D,6,B,0,2,ES,2140,2198,ES,2141,2199,N,N,N,2140,2199,1995161.000000000000000,6317259.000000000000000,35,92027,92027,ES,ES,3,N,Y,1001,2000,20209,20209,46,56,6317259.000000000000000,1995161.000000000000000,6317417.258999999612570,1995244.637000000104308,6317575.000000000000000,1995328.000000000000000,1,1,10000,20000,E,VALLEY,PY,E VALLEY PY,E,VALLEY,PKY,,E VALLEY PKY,357.414344003635279
75,2/1/1989 0:00:00,8/30/2019 15:41:31,129227,,47607,47207,1646.585938380000016,43894,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,15862,15998,CN,15863,15999,N,N,N,15862,15999,1943808.000000000000000,6343658.000000000000000,45,92065,92065,CN,CN,2,N,Y,1007,1007,20801,20801,433,438,6343658.000000000000000,1943808.000000000000000,6344409.144999999552965,1944118.054000000003725,6344596.000000000000000,1944909.000000000000000,1,1,20010,10190,,SR-67,,SR-67,,STATE ROUTE 67,,,STATE ROUTE 67,1646.585942433973059
76,2/1/1989 0:00:00,8/5/2016 12:50:40,129223,,48789,48517,1316.132555050000065,43894,0,2/1/1989 0:00:00,M,D,6,B,0,2,PW,15206,15268,PW,15207,15269,N,N,N,15206,15269,1939867.878999999957159,6338609.288999999873340,45,92064,92064,PW,PW,2,N,Y,2010,1009,17021,20801,407,408,6338609.288999999873340,1939867.878999999957159,6338137.899000000208616,1940317.864999999990687,6338029.555999999865890,1940955.397000000113621,1,1,20190,10470,,SR-67,,SR-67,,STATE ROUTE 67,,,STATE ROUTE 67,1316.132338163271925
77,2/1/1989 0:00:00,7/14/2016 11:55:29,83969,,16616,16614,648.000771699999973,25703,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,37000,37098,CN,37001,37099,N,N,N,37000,37099,2020262.000000000000000,6474777.000000000000000,45,92066,92066,CN,CN,3,N,Y,2002,2202,20903,20903,828,828,6474777.000000000000000,2020262.000000000000000,6475101.000000000000000,2020262.500000000000000,6475425.000000000000000,2020263.000000000000000,1,1,31340,31630,,MONTEZUMA VALLEY,RD,MONTEZUMA VALLEY RD,,MONTEZUMA VALLEY,RD,,MONTEZUMA VALLEY RD,648.000788029556361
78,2/1/1989 0:00:00,7/14/2016 11:55:39,83975,,16611,16606,1986.032476529999940,25703,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,37400,37698,CN,37401,37699,N,N,N,37400,37699,2020270.000000000000000,6477419.000000000000000,45,92066,92066,CN,CN,3,N,Y,2004,2204,20903,20903,828,828,6477419.000000000000000,2020270.000000000000000,6478411.985000000335276,2020275.530000000027940,6479405.001000000163913,2020281.000999999931082,1,1,31450,31680,,MONTEZUMA VALLEY,RD,MONTEZUMA VALLEY RD,,MONTEZUMA VALLEY,RD,,MONTEZUMA VALLEY RD,1986.032425595885343
79,2/1/1989 0:00:00,1/5/2017 13:53:34,136568,,37346,37097,800.272973289999982,43823,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,251,499,CN,250,498,N,N,N,250,499,1972993.787999999942258,6463015.872000000439584,45,92036,92036,CN,CN,2,N,Y,2009,2150,20904,20903,832,832,6463015.872000000439584,1972993.787999999942258,6462929.415000000037253,1973293.647000000113621,6463072.088000000454485,1973662.750000000000000,1,1,30590,33010,,BANNER,RD,BANNER RD,,BANNER,RD,,BANNER RD,800.272842448570827
80,2/1/1989 0:00:00,11/6/2017 13:16:35,86298,,38399,38488,495.376995060000013,26390,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,2841,2879,CN,2840,2878,N,N,N,2840,2879,1970339.000000000000000,6455670.998999999836087,50,92036,92036,CN,CN,2,N,Y,2019,2020,20904,20904,832,832,6455670.998999999836087,1970339.000000000000000,6455875.734000000171363,1970199.061999999918044,6456081.000000000000000,1970061.000000000000000,1,1,30310,30280,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,495.376990534639901
81,2/1/1989 0:00:00,3/19/2018 10:35:49,124480,,4818,4706,1128.337769570000091,21660,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,9700,9778,CN,9701,9779,N,N,N,9700,9779,2069884.000000000000000,6295984.000000000000000,45,92059,92059,CN,CN,2,N,Y,2060,3021,19108,19109,801,801,6295984.000000000000000,2069884.000000000000000,6296336.065999999642372,2070220.360000000102445,6296455.099999999627471,2070752.939000000013039,1,1,41280,30100,,PALA,RD,PALA RD,,PALA,RD,,PALA RD,1128.337575868394197
82,,2/8/2019 14:25:13,130286,,5930,5941,69.115844780000003,44006,0,,M,D,6,B,0,2,CN,15490,15494,CN,15491,15493,N,N,N,15490,15494,2061683.000000000000000,6333993.000000000000000,50,92061,92061,CN,CN,2,N,Y,1034,2028,19108,19109,809,809,6333993.000000000000000,2061683.000000000000000,6334011.230000000447035,2061653.122999999905005,6334029.000000000000000,2061624.000000000000000,1,1,11150,20600,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,69.115877440616288
83,2/1/1989 0:00:00,2/8/2019 14:25:02,129628,,5946,6137,1300.836834310000086,44006,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,15500,15598,CN,15501,15599,N,N,N,15500,15599,2061586.000999999931082,6334051.000000000000000,50,92061,92061,CN,CN,2,N,Y,1034,2029,19108,19109,809,809,6334051.000000000000000,2061586.000999999931082,6334388.117999999783933,2061030.257999999914318,6334726.000000000000000,2060474.000000000000000,1,1,10820,20590,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,1300.836864326543946
84,2/1/1989 0:00:00,2/8/2019 14:24:53,129627,,5743,5930,1540.603544349999993,44006,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,15374,15498,CN,15375,15499,N,N,N,15374,15499,2062999.000000000000000,6333192.000000000000000,50,92061,92061,CN,CN,2,N,Y,1034,2028,19108,19109,809,809,6333192.000000000000000,2062999.000000000000000,6333592.100999999791384,2062341.110000000102445,6333993.000000000000000,2061683.000000000000000,1,1,10860,20510,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,1540.603387753379366
85,,9/11/2020 11:44:46,129652,,7086,189078,4823.962870199999998,44006,0,,M,D,6,B,0,2,CN,18790,19248,CN,18791,19249,N,N,N,18790,19249,2053704.000000000000000,6357060.000000000000000,50,92061,92061,CN,CN,2,N,Y,1051,1050,19108,19108,809,809,6357060.000000000000000,2053704.000000000000000,6358021.651999999769032,2052883.121000000042841,6358985.276999999769032,2053477.479000000050291,1,1,11920,11910,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,4823.962712001290129
86,2/1/1989 0:00:00,8/30/2019 15:41:29,129228,,47207,47033,596.029128880000030,43894,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,16000,16058,CN,16001,16059,N,N,N,16000,16059,1944909.000000000000000,6344596.000000000000000,45,92065,92065,CN,CN,2,N,Y,2001,1006,17021,20801,433,438,6344596.000000000000000,1944909.000000000000000,6344637.326000000350177,1945204.121000000042841,6344695.696000000461936,1945495.793000000063330,1,1,20010,10050,,SR-67,,SR-67,,STATE ROUTE 67,,,STATE ROUTE 67,596.029242085028045
87,2/1/1989 0:00:00,1/12/2021 13:54:55,129244,,46133,46120,343.914715100000024,43894,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,17142,17218,CN,17143,17219,N,N,N,17142,17219,1948282.000000000000000,6351113.000000000000000,45,92065,92065,CN,CN,2,N,Y,2019,1003,20801,20801,434,438,6351113.000000000000000,1948282.000000000000000,6351284.521999999880791,1948294.807999999960884,6351456.000000000000000,1948307.000000000000000,1,1,20520,10030,,SR-67,,SR-67,,STATE ROUTE 67,,,STATE ROUTE 67,343.914681613497976
88,2/1/1989 0:00:00,7/24/2018 8:31:01,129224,,49349,48789,2309.150821199999882,43894,0,2/1/1989 0:00:00,M,D,6,B,0,2,PW,15000,15204,PW,15001,15205,N,N,N,15000,15205,1937845.874000000068918,6339524.762000000104308,45,92064,92064,PW,PW,2,N,Y,2010,1009,17021,20801,407,408,6339524.762000000104308,1937845.874000000068918,6339306.598000000230968,1938979.800000000046566,6338609.288999999873340,1939867.878999999957159,1,1,20190,10470,,SR-67,,SR-67,,STATE ROUTE 67,,,STATE ROUTE 67,2309.151057609064992
89,4/1/1980 0:00:00,7/14/2016 11:53:23,18757,,48091,47789,1091.224995679999893,5393,0,4/1/1980 0:00:00,M,D,6,B,0,2,PW,15420,15498,PW,15421,15499,N,N,N,15420,15499,1942316.000000000000000,6324128.000000000000000,35,92064,92064,PW,PW,3,N,Y,2008,1008,17053,17021,406,407,6324128.000000000000000,1942316.000000000000000,6324332.122000000439584,1942822.408999999985099,6324468.000000000000000,1943345.000000000000000,1,1,20050,10160,,ESPOLA,RD,ESPOLA RD,,ESPOLA,RD,,ESPOLA RD,1091.225251561848836
90,2/1/1989 0:00:00,6/3/2025 17:26:06,76776,,1055216,5596,1074.125638089999939,21660,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,4524,4690,CN,4525,4689,N,N,N,4524,4690,2063341.000000000000000,6282141.000000000000000,45,92028,92028,CN,CN,2,N,Y,1010,1010,18803,18803,396,396,6282141.000000000000000,2063341.000000000000000,6282475.376000000163913,2063759.209000000031665,6282840.252999999560416,2064153.377000000094995,1,1,10100,10100,,PALA,RD,PALA RD,,PALA,RD,,PALA RD,1095.791521030706008
91,2/1/1989 0:00:00,2/8/2019 13:50:38,76775,,5589,5533,800.370539190000045,21660,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,4700,4798,CN,4701,4799,N,N,N,4700,4799,2064219.000000000000000,6282901.000000000000000,45,92028,92028,CN,CN,2,N,Y,2029,1000,18805,18803,393,396,6282901.000000000000000,2064219.000000000000000,6283172.373999999836087,2064512.864000000059605,6283444.000000000000000,2064807.000000000000000,1,1,40310,10010,,PALA,RD,PALA RD,,PALA,RD,,PALA RD,800.370329290774066
92,2/1/1989 0:00:00,12/21/2018 18:15:28,76793,,5470,5461,186.810440840000012,21660,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,0,0,CN,0,0,N,N,N,0,0,2065271.000000000000000,6283872.000000000000000,45,92028,92028,CN,CN,2,N,Y,1072,1073,19002,19002,393,396,6283872.000000000000000,2065271.000000000000000,6283935.355000000447035,2065339.081999999936670,6283999.000000000000000,2065408.000000000000000,2,2,11420,11770,,PALA,RD,PALA RD,,PALA,RD,,PALA RD,186.810530829686797
